,time,avail,forcast_avail,bottom_level,top_level,percentage
3823,11,1,0,71,14,19
3824,5,0,0,90,93,0
3825,21,0,0,12,81,0
3826,17,0,1,33,55,8
3827,6,1,1,53,99,0
3828,12,0,1,29,40,0
3829,5,0,0,90,23,3
3830,4,1,1,55,89,0
3831,0,1,1,51,19,24
3832,5,1,1,38,47,11
3833,6,1,1,17,9,0
3834,12,0,0,10,31,0
3835,2,1,1,92,39,25
3836,12,1,0,69,38,17
3837,16,1,1,69,91,0
3838,1,1,1,87,52,20
3839,21,1,0,72,18,0
3840,10,0,1,39,70,7
3841,17,1,1,44,82,0
3842,22,1,1,12,4,0
3843,3,1,0,77,22,5
3844,16,1,0,3,40,0
3845,14,1,0,87,63,30
3846,23,1,1,20,59,0
3847,22,0,0,10,80,0
3848,7,1,1,5,75,0
3849,14,0,1,11,94,0
3850,16,1,1,95,24,3
3851,23,0,1,61,36,18
3852,0,1,0,71,65,26
3853,16,0,0,5,16,0
3854,11,1,0,84,6,26
3855,1,1,1,5,27,0
3856,23,0,1,55,51,15
3857,3,0,0,27,6,0
3858,19,0,1,78,79,0
3859,15,0,1,78,43,10
3860,19,1,0,9,53,0
3861,9,1,0,16,8,0
3862,7,1,0,93,44,19
3863,18,0,0,62,92,0
3864,9,0,0,26,21,0
3865,18,1,1,22,57,0
3866,16,0,1,59,16,7
3867,17,0,0,49,38,7
3868,16,1,1,59,12,24
3869,18,1,0,5,98,0
3870,8,0,1,14,86,0
3871,7,1,0,58,67,3
3872,9,0,0,44,38,4
3873,0,0,1,30,52,2
3874,9,1,1,35,81,0
3875,14,1,0,75,8,25
3876,20,0,0,10,45,0
3877,6,0,1,36,39,6
3878,13,1,1,65,85,0
3879,3,0,0,79,24,4
3880,16,0,0,11,9,0
3881,16,1,1,73,28,8
3882,15,1,0,52,43,28
3883,10,0,1,63,55,2
3884,6,0,0,15,94,0
3885,13,0,1,23,55,0
3886,8,1,1,24,8,0
3887,4,0,0,9,75,0
3888,8,1,0,67,41,17
3889,12,1,1,41,46,4
3890,0,0,0,58,20,9
3891,8,0,1,31,71,0
3892,6,1,1,12,30,0
3893,22,1,0,41,8,9
3894,22,0,0,100,22,7
3895,7,1,1,39,39,14
3896,14,0,1,72,27,0
3897,23,1,0,65,46,1
3898,17,0,0,44,9,9
3899,2,0,0,95,26,7
3900,11,1,1,26,81,0
3901,2,1,0,85,28,4
3902,6,1,1,52,29,12
3903,11,1,1,45,2,20
3904,9,1,0,53,59,18
3905,3,0,0,20,54,0
3906,19,1,1,37,41,11
3907,7,1,0,69,82,0
3908,13,1,0,6,67,0
3909,7,0,1,65,88,0
3910,22,1,1,68,7,29
3911,18,1,0,63,60,0
3912,16,1,1,33,28,30
3913,2,1,0,53,91,0
3914,2,0,0,27,43,0
3915,12,0,0,87,76,0
3916,9,0,0,75,11,3
3917,5,1,0,8,72,0
3918,9,1,0,84,61,12
3919,4,1,1,11,70,0
3920,12,0,0,64,94,0
3921,2,1,0,40,65,18
3922,2,0,0,26,56,0
3923,0,0,1,61,89,0
3924,18,0,0,97,50,3
3925,9,0,0,78,24,0
3926,21,0,1,34,23,18
3927,9,0,1,32,19,10
3928,14,1,0,73,13,12
3929,17,1,1,96,13,15
3930,2,0,0,61,76,0
3931,1,0,0,91,94,0
3932,22,0,1,93,36,26
3933,22,0,1,36,26,6
3934,5,0,0,80,91,0
3935,4,1,1,87,76,0
3936,20,1,1,21,36,0
3937,10,0,0,100,8,14
3938,0,1,0,52,1,30
3939,18,1,1,49,37,22
3940,12,0,0,45,85,0
3941,18,0,1,5,44,0
3942,23,0,0,73,19,2
3943,8,1,1,64,97,0
3944,10,1,1,80,85,0
3945,6,0,0,12,65,0
3946,1,0,0,23,80,0
3947,11,1,0,40,52,2
3948,11,1,1,38,100,0
3949,22,0,1,38,79,0
3950,17,1,0,80,27,29
3951,1,1,0,29,17,0
3952,0,0,1,81,20,7
3953,14,1,0,86,4,26
3954,10,1,1,73,65,13
3955,10,1,1,71,85,0
3956,0,1,0,17,62,0
3957,15,1,1,76,9,25
3958,19,0,0,12,36,0
3959,7,1,1,49,90,0
3960,11,0,1,46,8,6
3961,9,1,0,33,92,0
3962,9,1,0,31,22,27
3963,20,1,1,70,5,26
3964,18,1,0,27,23,0
3965,14,1,0,72,17,1
3966,22,0,0,57,49,0
3967,14,0,1,60,95,0
3968,2,0,1,21,91,0
3969,3,1,1,60,67,7
3970,0,1,1,75,100,0
3971,8,0,0,50,60,3
3972,21,1,1,74,8,21
3973,22,0,0,78,84,0
3974,10,1,0,10,67,0
3975,10,1,0,98,38,14
3976,14,1,0,73,41,13
3977,7,0,0,42,96,0
3978,22,1,0,65,24,10
3979,4,1,1,1,15,0
3980,11,1,1,73,81,0
3981,16,0,0,31,89,0
3982,6,1,1,37,51,7
3983,4,1,0,15,44,0
3984,1,1,0,60,33,1
3985,11,1,1,18,77,0
3986,1,0,0,18,80,0
3987,16,0,0,92,92,0
3988,18,1,1,16,28,0
3989,14,1,0,65,66,8
3990,13,0,0,56,77,0
3991,12,0,0,95,71,0
3992,9,1,1,68,91,0
3993,19,1,0,12,12,0
3994,6,0,1,54,53,7
3995,18,1,0,97,66,17
3996,8,0,0,95,79,0
3997,12,0,0,85,48,8
3998,15,1,1,64,86,0
3999,5,1,1,34,16,18
4000,14,1,1,30,58,21
4001,16,0,0,73,76,0
4002,13,0,1,90,45,4
4003,21,1,1,1,29,0
4004,20,0,0,54,54,6
4005,17,1,1,52,93,0
4006,8,0,0,59,22,6
4007,22,1,0,62,62,0
4008,15,0,1,76,50,10
4009,4,1,0,67,32,9
4010,15,1,1,2,98,0
4011,23,1,1,23,68,0
4012,16,1,0,84,94,0
4013,13,0,1,67,64,8
4014,22,1,0,76,4,11
4015,9,0,0,40,68,1
4016,15,0,0,21,1,0
4017,8,1,0,97,8,24
4018,4,1,1,37,26,27
4019,9,0,0,65,66,8
4020,1,0,0,43,44,0
4021,8,1,1,20,4,0
4022,4,1,0,24,19,0
4023,11,1,0,31,18,6
4024,21,0,0,9,92,0
4025,1,0,0,86,82,0
4026,12,1,1,86,69,30
4027,4,1,0,97,49,27
4028,6,1,0,65,63,6
4029,5,1,1,69,73,0
4030,21,1,0,3,39,0
4031,21,1,0,22,46,0
4032,4,1,1,21,18,0
4033,6,1,1,98,97,0
4034,5,1,0,6,31,0
4035,0,1,1,45,22,18
4036,8,1,0,19,29,0
4037,12,0,0,0,27,0
4038,1,1,1,54,21,7
4039,3,0,0,2,21,0
4040,7,0,1,56,36,5
4041,9,1,0,71,4,22
4042,18,0,0,67,39,2
4043,5,1,1,57,65,22
4044,22,1,1,19,9,0
4045,16,0,1,57,41,3
4046,22,0,1,10,35,0
4047,9,0,1,11,45,0
4048,2,0,1,86,63,10
4049,11,0,0,84,84,0
4050,19,0,1,84,14,25
4051,1,0,0,100,71,0
4052,4,0,0,93,89,0
4053,6,0,0,88,74,0
4054,10,0,0,12,53,0
4055,21,0,0,89,35,4
4056,17,0,0,74,11,5
4057,14,0,1,60,86,0
4058,16,0,1,81,28,9
4059,3,0,0,77,42,0
4060,18,1,0,20,42,0
4061,14,0,0,96,94,0
4062,6,0,1,96,61,9
4063,19,0,0,88,85,0
4064,2,0,0,93,48,9
4065,17,1,1,71,43,25
4066,10,0,0,94,7,13
4067,20,0,1,45,41,12
4068,7,1,0,90,30,12
4069,6,1,0,93,28,12
4070,8,1,1,2,71,0
4071,6,0,1,40,34,5
4072,15,0,0,48,58,6
4073,23,1,0,51,11,5
4074,12,1,1,72,15,0
4075,14,1,1,7,4,0
4076,5,1,1,16,40,0
4077,4,1,1,16,53,0
4078,7,1,0,52,87,0
4079,4,0,1,53,65,8
4080,6,1,1,8,88,0
4081,10,1,0,98,26,1
4082,20,1,0,6,19,0
4083,19,1,0,0,58,0
4084,22,0,1,12,89,0
4085,12,0,0,68,48,7
4086,9,0,1,71,98,0
4087,18,0,1,51,43,27
4088,4,0,0,20,51,0
4089,23,1,1,74,68,20
4090,6,1,0,38,43,6
4091,19,0,1,46,85,0
4092,10,1,0,62,7,25
4093,3,0,1,53,20,10
4094,22,1,1,54,31,6
4095,11,0,0,27,15,0
4096,8,1,1,15,19,0
4097,15,1,1,31,60,0
4098,5,0,0,31,1,11
4099,17,0,0,62,47,3
4100,13,1,0,75,42,12
4101,8,1,0,8,93,0
4102,8,0,1,15,6,0
4103,23,1,1,20,94,0
4104,18,1,1,69,71,0
4105,20,0,1,10,62,0
4106,12,0,0,48,7,12
4107,7,1,0,89,68,11
4108,6,0,0,14,1,0
4109,5,0,1,92,37,2
4110,2,0,0,36,94,0
4111,21,0,0,47,34,5
4112,21,0,0,75,76,0
4113,13,1,0,49,96,0
4114,13,1,0,98,46,25
4115,19,0,1,32,74,0
4116,2,0,1,31,7,15
4117,15,1,1,20,79,0
4118,4,1,1,40,88,0
4119,13,1,1,17,84,0
4120,3,0,1,36,24,10
4121,3,1,1,73,26,23
4122,14,1,1,68,65,0
4123,12,0,1,88,53,10
4124,21,0,1,4,13,0
4125,21,0,1,28,40,0
4126,3,1,0,38,27,29
4127,15,0,1,39,88,0
4128,17,1,1,6,74,0
4129,14,0,0,30,3,11
4130,10,0,1,25,33,0
4131,19,1,0,39,22,20
4132,12,0,1,95,56,0
4133,3,0,0,64,84,0
4134,0,1,0,48,4,21
4135,1,0,1,36,11,0
4136,22,1,1,70,22,16
4137,1,0,0,46,89,0
4138,21,1,0,14,88,0
4139,4,1,1,46,32,9
4140,0,1,0,76,13,15
4141,18,1,1,96,55,20
4142,8,1,1,80,85,0
4143,19,0,0,30,69,10
4144,10,1,0,33,64,21
4145,8,0,1,15,0,0
4146,4,0,1,94,92,0
4147,14,1,0,50,20,22
4148,5,1,1,65,68,9
4149,23,1,1,80,76,0
4150,16,1,1,54,65,15
4151,8,0,1,45,40,3
4152,15,0,0,85,27,5
4153,17,1,1,82,43,16
4154,0,0,1,75,87,0
4155,12,1,0,49,22,24
4156,0,0,1,61,86,0
4157,16,0,0,79,98,0
4158,4,1,0,0,50,0
4159,17,1,0,87,24,10
4160,3,1,1,82,3,20
4161,12,1,1,87,61,6
4162,3,0,0,77,59,8
4163,19,0,1,29,52,0
4164,22,1,1,42,28,29
4165,6,1,0,94,98,0
4166,11,1,1,47,68,16
4167,16,1,1,79,98,0
4168,22,0,0,2,89,0
4169,12,0,0,40,52,3
4170,12,1,0,57,95,0
4171,9,1,1,83,73,0
4172,6,0,0,4,34,0
4173,12,1,0,92,74,0
4174,8,1,1,10,3,0
4175,0,1,1,40,56,1
4176,14,0,1,82,76,0
4177,12,0,1,59,1,5
4178,23,0,0,41,62,1
4179,14,1,0,3,32,0
4180,22,1,0,73,13,5
4181,8,1,0,85,8,28
4182,9,0,0,17,67,0
4183,12,0,1,66,92,0
4184,7,1,0,0,48,0
4185,21,1,1,67,79,0
4186,3,1,0,27,70,0
4187,12,0,1,88,65,1
4188,0,0,0,11,43,0
4189,20,1,0,84,10,21
4190,19,1,0,100,9,29
4191,6,0,0,59,81,0
4192,23,0,1,84,60,29
4193,8,0,0,1,80,0
4194,2,0,0,20,11,0
4195,10,1,1,8,17,0
4196,23,1,1,34,22,26
4197,22,0,0,0,31,0
4198,23,0,0,72,73,0
4199,10,0,0,20,77,0
4200,15,0,0,78,19,9
4201,15,1,0,30,52,5
4202,10,0,1,88,62,6
4203,7,1,0,57,1,21
4204,19,0,1,0,15,0
4205,8,1,1,63,23,26
4206,14,0,0,93,46,8
4207,12,1,0,37,78,0
4208,10,0,0,79,20,7
4209,19,0,1,28,97,0
4210,13,1,0,45,20,18
4211,12,0,1,56,34,4
4212,4,1,1,6,74,0
4213,9,1,0,17,96,0
4214,13,1,1,50,62,26
4215,19,1,1,7,26,0
4216,1,0,1,2,44,0
4217,1,0,1,9,35,0
4218,1,1,0,37,35,6
4219,1,0,1,43,58,5
4220,0,1,0,23,34,0
4221,2,0,0,94,16,5
4222,8,0,1,80,2,7
4223,5,0,0,26,78,0
4224,5,1,1,15,88,0
4225,7,0,1,24,36,0
4226,18,0,1,72,56,16
4227,21,1,0,53,43,4
4228,3,0,0,33,4,13
4229,18,0,1,75,96,0
4230,18,1,0,59,3,28
4231,10,1,1,34,93,0
4232,14,1,1,19,4,0
4233,5,1,0,45,56,10
4234,6,0,1,26,87,0
4235,13,1,1,68,95,0
4236,22,0,1,52,71,0
4237,9,1,1,13,76,0
4238,18,1,0,94,64,30
4239,13,1,1,60,46,14
4240,11,1,0,22,30,0
4241,22,1,0,36,60,0
4242,1,1,1,58,49,25
4243,21,0,1,92,84,0
4244,15,0,1,25,49,0
4245,15,0,1,84,14,5
4246,22,1,0,100,75,0
4247,0,0,0,27,85,0
4248,13,1,1,73,58,26
4249,20,0,1,51,36,13
4250,14,0,0,2,19,0
4251,0,1,1,92,24,19
4252,19,0,0,39,34,3
4253,1,1,0,3,56,0
4254,0,0,0,14,31,0
4255,11,0,0,71,13,4
4256,12,0,0,86,51,1
4257,23,1,1,66,31,25
4258,14,0,1,68,15,10
4259,10,1,0,69,86,0
4260,23,0,0,21,13,0
4261,19,1,0,47,68,12
4262,0,0,0,13,62,0
4263,6,1,0,17,1,0
4264,21,0,1,28,47,0
4265,4,1,0,32,35,6
4266,11,1,1,48,81,0
4267,23,1,0,94,83,0
4268,20,1,0,92,44,21
4269,6,1,0,34,42,14
4270,4,0,0,99,90,0
4271,5,0,1,67,97,0
4272,6,0,1,95,49,5
4273,9,1,0,78,8,25
4274,19,1,1,61,90,0
4275,21,1,0,0,51,0
4276,0,1,0,2,84,0
4277,15,0,1,66,86,0
4278,19,0,1,49,12,23
4279,21,1,1,84,11,12
4280,2,1,0,88,0,29
4281,22,0,0,7,59,0
4282,13,0,0,90,24,10
4283,14,0,0,6,9,0
4284,13,0,0,17,46,0
4285,2,1,1,1,77,0
4286,0,0,0,74,61,8
4287,23,0,0,98,11,5
4288,4,0,1,33,80,0
4289,5,0,0,47,89,0
4290,11,1,1,57,39,16
4291,20,0,0,81,62,4
4292,0,1,0,96,54,27
4293,19,0,0,34,3,5
4294,17,1,1,61,92,0
4295,21,0,0,74,57,1
4296,11,1,1,100,75,0
4297,14,0,0,39,74,0
4298,22,0,0,16,75,0
4299,18,0,1,66,37,24
4300,19,0,1,53,2,22
4301,22,1,1,36,27,9
4302,5,1,0,28,77,0
4303,16,1,0,20,44,0
4304,13,0,0,75,65,7
4305,10,0,0,1,59,0
4306,7,0,1,73,19,10
4307,13,0,1,0,31,0
4308,14,1,0,63,36,6
4309,19,1,1,45,52,20
4310,11,0,1,75,22,8
4311,4,1,1,75,94,0
4312,3,0,0,40,29,4
4313,14,0,1,89,27,9
4314,12,0,0,46,80,0
4315,17,0,1,88,77,0
4316,7,1,1,62,61,21
4317,1,1,0,39,56,8
4318,23,0,1,38,84,0
4319,18,1,1,83,34,13
4320,8,1,1,62,93,0
4321,23,1,0,36,98,0
4322,4,0,1,12,24,0
4323,15,1,1,29,68,0
4324,22,1,0,97,89,0
4325,14,0,1,98,22,5
4326,15,0,1,37,60,9
4327,23,0,1,36,52,14
4328,18,0,0,3,34,0
4329,13,0,0,22,66,0
4330,22,0,1,64,54,19
4331,1,1,0,91,81,0
4332,14,0,1,24,37,0
4333,9,0,1,42,12,7
4334,5,1,0,25,72,0
4335,4,0,1,57,42,6
4336,15,1,1,16,17,0
4337,17,0,1,29,97,0
4338,16,1,0,12,0,0
4339,1,1,0,29,67,0
4340,2,0,1,38,29,0
4341,8,0,1,92,57,9
4342,14,0,1,96,81,0
4343,7,0,0,14,94,0
4344,12,1,0,32,30,18
4345,10,0,1,8,97,0
4346,3,0,1,99,33,4
4347,3,0,0,35,83,0
4348,23,1,0,92,36,9
4349,6,0,1,17,69,0
4350,18,0,1,48,70,20
4351,5,0,1,100,17,1
4352,4,1,1,96,74,0
4353,10,0,0,47,72,0
4354,23,0,0,39,46,7
4355,14,0,0,53,0,13
4356,15,1,0,97,80,0
4357,22,1,1,5,61,0
4358,7,0,0,64,100,0
4359,12,0,1,15,28,0
4360,10,1,1,85,78,0
4361,14,0,0,65,2,14
4362,17,0,0,76,56,9
4363,16,1,0,38,8,26
4364,21,1,1,84,32,30
4365,2,0,1,7,55,0
4366,10,1,0,10,4,0
4367,12,0,0,21,77,0
4368,21,1,0,53,53,1
4369,21,0,0,41,17,7
4370,0,0,1,78,56,1
4371,17,1,1,26,93,0
4372,4,0,0,32,95,0
4373,2,1,1,19,22,0
4374,20,1,0,86,64,14
4375,19,1,1,73,71,0
4376,20,1,0,75,79,0
4377,15,1,0,49,78,0
4378,6,0,0,50,66,1
4379,4,0,0,19,32,0
4380,12,1,1,77,18,10
4381,23,0,1,52,91,0
4382,18,0,0,82,78,0
4383,2,1,1,76,49,29
4384,17,1,1,64,40,7
4385,8,1,1,24,34,0
4386,14,1,0,31,90,0
4387,10,1,1,58,2,25
4388,19,0,0,76,20,9
4389,1,1,0,16,63,0
4390,9,1,1,83,71,0
4391,14,0,1,80,40,6
4392,16,0,0,76,73,0
4393,21,0,0,38,96,0
4394,10,0,1,75,96,0
4395,16,1,0,57,42,25
4396,14,1,1,45,3,29
4397,2,1,0,55,76,0
4398,4,1,1,27,5,0
4399,14,0,1,0,97,0
4400,2,0,1,25,61,0
4401,15,0,0,18,11,0
4402,17,1,1,56,57,7
4403,18,1,0,42,49,16
4404,10,0,0,14,55,0
4405,17,0,0,88,4,11
4406,16,0,1,11,84,0
4407,3,1,0,76,0,30
4408,15,1,1,64,63,24
4409,3,0,1,21,0,0
4410,18,0,0,20,3,0
4411,18,1,0,97,62,25
4412,17,0,1,7,14,0
4413,11,1,1,74,51,7
4414,4,1,1,33,54,24
4415,6,1,0,80,29,23
4416,11,0,0,63,77,0
4417,6,0,0,47,6,10
4418,19,1,0,75,49,25
4419,2,0,0,31,37,1
4420,7,0,0,31,0,12
4421,6,1,0,76,48,25
4422,6,1,1,70,53,7
4423,18,0,0,2,80,0
4424,7,0,1,50,97,0
4425,16,1,1,21,17,0
4426,19,1,1,5,84,0
4427,3,1,1,77,74,0
4428,4,1,0,14,69,0
4429,9,1,0,86,83,0
4430,12,0,0,59,9,12
4431,9,0,0,22,58,0
4432,2,1,1,21,19,0
4433,23,1,1,61,87,0
4434,21,0,0,9,14,0
4435,6,1,1,41,21,22
4436,15,0,0,12,2,0
4437,19,0,1,92,5,23
4438,4,1,1,64,76,0
4439,5,0,1,68,21,9
4440,11,0,1,100,13,0
4441,23,0,0,58,23,6
4442,19,0,0,8,43,0
4443,14,1,1,58,65,8
4444,11,1,1,93,40,23
4445,3,0,1,1,31,0
4446,12,0,1,52,35,3
4447,12,0,0,87,49,8
4448,4,0,1,37,34,6
4449,12,1,1,32,63,5
4450,20,1,0,82,51,5
4451,10,1,0,21,10,0
4452,11,0,1,99,28,1
4453,6,1,1,50,64,11
4454,17,0,0,48,21,7
4455,1,0,1,31,45,9
4456,0,1,1,19,76,0
4457,6,0,0,78,95,0
4458,2,1,0,72,40,9
4459,21,1,0,5,7,0
4460,23,0,1,13,17,0
4461,9,0,1,65,75,0
4462,20,1,0,55,76,0
4463,4,0,0,15,21,0
4464,5,0,0,9,46,0
4465,11,0,1,49,20,1
4466,8,0,0,99,98,0
4467,2,0,1,75,38,1
4468,6,0,1,78,69,8
4469,20,0,0,26,95,0
4470,1,1,1,77,19,17
4471,21,1,0,13,52,0
4472,4,1,1,28,33,0
4473,14,0,1,25,91,0
4474,1,0,1,29,99,0
4475,11,0,1,72,75,0
4476,18,0,0,47,9,14
4477,8,0,0,97,36,2
4478,13,1,0,52,33,24
4479,21,1,1,35,17,1
4480,9,1,1,12,12,0
4481,12,1,1,98,62,17
4482,14,1,0,32,50,8
4483,12,1,1,35,75,0
4484,23,0,1,47,53,1
4485,9,1,1,25,68,0
4486,3,1,0,10,65,0
4487,11,1,0,6,92,0
4488,1,1,0,43,77,0
4489,10,1,1,19,37,0
4490,1,1,0,12,41,0
4491,23,0,0,28,1,0
4492,23,0,0,28,51,0
4493,8,1,1,4,84,0
4494,7,0,1,96,2,5
4495,14,0,1,1,47,0
4496,9,0,1,7,21,0
4497,11,0,1,33,93,0
4498,14,0,1,40,67,4
4499,2,1,0,79,13,11
4500,5,1,0,96,21,9
4501,13,0,0,94,35,1
4502,22,0,1,37,6,22
4503,1,0,0,69,87,0
4504,21,1,1,56,40,15
4505,4,1,0,39,91,0
4506,19,0,0,40,35,1
4507,6,1,1,71,65,22
4508,8,0,0,76,44,0
4509,12,1,1,93,73,0
4510,20,1,1,22,10,0
4511,1,0,1,49,78,0
4512,9,0,0,65,12,5
4513,21,0,0,96,61,4
4514,6,0,0,52,28,10
4515,14,1,1,3,63,0
4516,1,1,0,41,52,17
4517,6,1,0,90,5,28
4518,5,0,0,15,74,0
4519,11,1,1,56,16,15
4520,4,0,0,82,72,0
4521,0,1,1,62,12,0
4522,5,1,1,87,29,24
4523,8,0,0,87,13,7
4524,22,1,1,62,51,3
4525,22,1,1,12,14,0
4526,19,0,1,53,56,10
4527,10,1,0,5,10,0
4528,16,0,1,20,7,0
4529,16,0,1,66,96,0
4530,18,0,1,67,39,7
4531,20,1,1,65,57,4
4532,1,1,1,32,92,0
4533,4,1,1,90,49,2
4534,5,0,1,22,74,0
4535,15,0,0,69,65,10
4536,4,1,0,68,96,0
4537,4,1,1,79,13,25
4538,16,0,0,72,99,0
4539,7,0,0,42,86,0
4540,7,0,0,77,98,0
4541,15,1,0,17,99,0
4542,7,0,0,72,18,7
4543,15,0,1,53,95,0
4544,13,0,0,35,29,10
4545,8,0,1,19,12,0
4546,7,1,1,71,45,30
4547,15,1,1,47,66,10
4548,12,0,1,0,92,0
4549,17,0,0,21,54,0
4550,6,1,0,37,84,0
4551,5,0,1,87,17,2
4552,8,0,0,14,70,0
4553,8,1,0,57,56,27
4554,1,1,0,52,8,20
4555,3,1,1,82,86,0
4556,4,1,0,98,39,10
4557,23,0,1,46,29,2
4558,23,0,0,74,0,11
4559,14,0,0,88,92,0
4560,17,0,1,36,24,8
4561,22,1,0,100,88,0
4562,9,0,1,24,76,0
4563,14,1,1,17,99,0
4564,2,1,1,82,91,0
4565,19,0,1,39,82,0
4566,9,0,0,80,99,0
4567,23,1,0,72,55,6
4568,23,0,0,35,81,0
4569,5,1,1,17,20,0
4570,11,0,1,95,97,0
4571,1,0,1,59,69,0
4572,10,1,1,61,49,16
4573,15,1,1,88,38,9
4574,10,0,0,61,31,10
4575,13,1,0,90,12,27
4576,14,1,0,58,59,6
4577,15,0,1,19,93,0
4578,22,0,1,14,8,0
4579,1,1,1,47,53,9
4580,8,0,1,63,8,8
4581,4,0,1,94,3,7
4582,15,1,0,84,29,25
4583,16,1,1,59,34,15
4584,11,1,1,59,95,0
4585,10,1,0,95,22,22
4586,21,1,1,69,23,21
4587,18,0,1,88,4,29
4588,17,1,0,23,22,0
4589,4,1,0,54,92,0
4590,7,1,0,96,16,0
4591,22,1,0,45,86,0
4592,1,1,1,33,15,10
4593,11,0,0,92,67,4
4594,15,1,0,56,8,29
4595,18,0,1,9,33,0
4596,23,1,1,3,8,0
4597,21,0,1,14,5,0
4598,6,1,1,53,82,0
4599,11,0,1,44,34,3
4600,0,1,1,28,78,0
4601,15,1,1,76,69,1
4602,0,0,1,48,97,0
4603,21,1,0,71,78,0
4604,14,0,0,16,58,0
4605,8,1,1,56,36,27
4606,2,0,0,76,51,0
4607,2,0,1,21,3,0
4608,6,1,1,62,78,0
4609,16,1,0,72,36,22
4610,6,1,1,5,32,0
4611,5,1,1,81,76,0
4612,22,0,0,24,81,0
4613,14,0,0,71,21,10
4614,18,0,0,78,82,0
4615,18,1,0,29,23,0
4616,15,1,0,82,89,0
4617,23,1,0,28,40,0
4618,21,0,1,70,14,14
4619,12,1,0,4,54,0
4620,12,0,0,33,91,0
4621,0,0,0,37,38,8
4622,17,1,1,4,3,0
4623,17,1,0,69,64,5
4624,7,0,0,63,83,0
4625,8,0,1,67,36,1
4626,11,1,0,16,24,0
4627,9,1,0,4,98,0
4628,16,0,0,75,27,0
4629,8,1,1,11,67,0
4630,5,0,1,47,2,8
4631,11,0,0,68,19,10
4632,2,1,1,28,93,0
4633,8,1,1,59,52,30
4634,21,0,1,81,36,22
4635,10,0,0,16,3,0
4636,18,1,1,67,65,10
4637,17,1,0,45,66,4
4638,6,0,1,43,47,3
4639,0,1,0,58,91,0
4640,9,1,1,30,8,29
4641,1,0,0,20,86,0
4642,14,1,1,59,27,25
4643,8,1,0,6,91,0
4644,18,1,1,20,82,0
4645,14,1,0,29,48,0
4646,13,0,1,67,83,0
4647,21,0,0,86,12,7
4648,9,1,1,39,75,0
4649,11,0,0,86,74,0
4650,3,1,0,43,0,30
4651,3,0,0,87,59,10
4652,3,0,1,67,58,9
4653,1,1,1,75,36,20
4654,20,1,1,34,100,0
4655,8,1,1,2,10,0
4656,18,0,1,31,54,19
4657,9,0,1,98,8,14
4658,22,0,0,26,99,0
4659,11,1,0,64,24,1
4660,9,1,1,10,8,0
4661,14,0,0,59,53,8
4662,0,0,0,22,62,0
4663,19,0,1,63,64,0
4664,19,0,1,36,7,27
4665,13,0,0,55,79,0
4666,0,0,1,38,60,5
4667,5,1,0,2,84,0
4668,3,1,0,66,64,21
4669,15,1,0,16,4,0
4670,10,0,1,94,20,3
4671,1,0,0,33,96,0
4672,9,0,1,6,65,0
4673,21,0,1,41,25,26
4674,14,0,0,12,18,0
4675,8,0,1,4,19,0
4676,11,1,1,20,52,0
4677,11,0,0,8,52,0
4678,15,1,0,9,60,0
4679,21,0,0,61,95,0
4680,19,0,1,70,83,0
4681,11,0,0,97,30,9
4682,13,1,0,48,45,11
4683,3,1,1,8,97,0
4684,13,0,0,23,69,0
4685,13,1,0,55,4,22
4686,14,1,1,5,50,0
4687,8,1,0,75,17,11
4688,7,1,1,8,36,0
4689,10,1,1,74,84,0
4690,6,1,1,22,54,0
4691,14,0,1,94,28,7
4692,17,1,1,11,33,0
4693,17,1,1,87,45,14
4694,13,0,0,39,27,0
4695,2,1,1,44,29,27
4696,13,0,1,65,83,0
4697,22,1,0,82,17,5
4698,13,1,1,94,76,0
4699,0,1,0,81,95,0
4700,18,1,1,94,36,12
4701,3,1,1,67,12,12
4702,16,1,1,12,3,0
4703,13,0,0,96,65,8
4704,16,0,0,94,30,0
4705,3,0,0,67,34,10
4706,8,0,1,54,83,0
4707,1,0,1,84,73,0
4708,4,0,0,5,46,0
4709,20,1,1,40,1,28
4710,5,1,1,22,43,0
4711,4,0,1,68,31,10
4712,0,1,1,33,88,0
4713,10,0,0,97,88,0
4714,23,1,0,44,82,0
4715,5,1,1,72,77,0
4716,19,1,0,33,17,22
4717,4,1,0,91,86,0
4718,9,0,0,61,32,0
4719,11,0,0,76,93,0
4720,1,0,1,82,70,3
4721,10,1,1,64,55,5
4722,23,0,1,43,57,8
4723,20,1,0,36,65,29
4724,23,0,1,82,70,6
4725,22,1,0,37,24,6
4726,16,1,1,77,30,16
4727,11,0,0,30,83,0
4728,18,0,0,36,74,0
4729,19,0,1,32,36,27
4730,7,0,0,39,14,10
4731,22,0,0,41,99,0
4732,0,1,1,94,74,0
4733,5,1,0,41,99,0
4734,10,0,1,21,18,0
4735,3,0,1,75,60,8
4736,2,0,0,84,94,0
4737,5,0,1,19,29,0
4738,19,0,1,51,42,13
4739,8,0,1,67,66,5
4740,6,0,0,55,96,0
4741,22,0,0,45,23,4
4742,23,1,1,72,0,30
4743,18,1,1,20,72,0
4744,20,1,1,60,16,15
4745,9,0,1,64,57,4
4746,9,1,1,64,0,28
4747,7,1,0,22,40,0
4748,0,0,0,18,71,0
4749,21,1,0,58,90,0
4750,8,0,0,61,77,0
4751,17,0,0,64,62,0
4752,21,0,1,35,3,22
4753,2,1,0,16,78,0
